2621 18888 8730 1981 1248 7003 16130 16007 13358 10899 13880 10997 12419 15090 15445 1318 10019 18980 13121 14942,1077,0.3743736445903778
7886 1782 6774 8598 18562 12611 14019 3348 11753 10003 1527 11292 6018 10997 15187 11516 6933 18210 10907 16991,654,0.7775232791900635
13651 16089 2806 18324 12912 4016 637 13168 18115 2347 8677 10051 8384 8543 7973 11967 4693 4910 10834 14049,126,0.0012462313752621412
9729 7533 12429 14272 15518 4430 12323 16652 7145 9531 16183 505 9684 9337 11018 12453 674 8364 15546 6446,570,0.03384052589535713
10213 11053 14158 5917 2310 14098 15334 4207 10816 9637 14353 9578 11630 4405 14486 18006 2118 7418 17974 14770,1603,0.0009119796450249851
4313 12390 9988 17777 18581 13614 15165 8232 458 13467 15160 7048 1702 4502 7000 18104 11462 4303 9759 16973,850,0.3621440827846527
9149 8263 1610 1342 11725 13742 1371 11234 397 8856 9698 947 9156 7953 9698 16583 10938 3579 11843 10086,1279,0.7557196021080017
15954 10924 13064 3443 2668 6543 13706 15040 17110 3780 10198 2397 16034 15756 6244 8932 5719 7858 7323 2297,2982,0.1577978879213333
7404 780 17608 12078 14695 14170 1639 18746 4096 9708 2599 13295 581 13034 1106 6672 7428 2721 9767 16037,13779,0.7320811152458191
10531 312 440 11821 10342 7149 13855 2056 17934 13356 6605 7548 6547 9712 4010 11824 8192 3394 6997 16762,4113,0.06507577002048492
17192 5055 4245 4488 10941 13884 4023 1436 4559 2028 12189 8752 8504 15916 11227 8797 376 10832 4703 818,1465,0.024226022884249687
7893 533 16086 4922 11556 13320 8033 14921 15027 8664 3509 7220 15184 8492 9166 16878 4170 5499 5744 15404,501,0.2640151083469391
3261 3402 16771 18549 3873 4219 3728 10557 2547 10799 1840 8764 13428 10127 15563 868 12872 11625 11192 3664,871,0.0004948125570081174
17616 6061 8163 8346 2233 579 9794 12661 4934 1141 16367 3838 321 6999 13926 9434 18987 1117 12922 17182,449,0.7628607153892517
14759 18301 6316 7610 8845 1686 10824 1436 12102 793 9193 15585 17922 11909 8463 6780 2510 968 9004 17243,300,0.4335329830646515
2814 3021 17280 7803 5549 5475 12464 15316 17773 3721 15570 3003 3038 2280 6806 4254 11874 6115 16011 8368,84,0.13738921284675598
12698 7972 10250 10060 14427 4554 11728 238 6400 5907 10908 8278 1130 9929 5442 4888 12573 6656 7924 11434,576,0.8112467527389526
18491 13804 14112 7045 18189 7879 7727 18812 17034 9006 1728 5561 8729 18701 16087 647 14482 17792 7172 16656,1877,0.33258718252182007
12476 6152 12062 17744 5204 15758 14921 14365 231 19009 6988 11715 15561 2617 6572 16802 2537 15207 12720 9205,2681,0.40429767966270447
